3	0
3	1
3	2
5	3
5	4
4	5
3	6
5	7
5	8
4	9
3	10
3	11
3	12
3	13
3	14
3	15
3	16
3	17
3	18
3	19
3	20
3	21
5	22
4	23
4	24
4	25
5	25
4	26
4	27
4	28
5	28
4	29
4	30
3	31
4	32
4	33
4	34
4	35
5	36
4	37
4	38
3	39
3	40
3	41
3	42
4	43
3	44
3	45
4	46
4	47
4	48
5	49
4	50
4	51
4	52
5	53
5	54
4	55
4	56
4	57
4	58
5	59
4	60
4	61
5	62
5	63
3	64
3	65
3	66
3	67
3	68
3	69
3	70
4	71
5	72
5	73
4	74
4	75
4	76
4	77
4	78
4	79
4	80
4	81
4	82
4	83
4	84
5	85
4	86
5	86
4	87
5	88
4	89
4	90
4	91
4	92
3	93
4	94
3	95
3	96
4	97
5	98
5	99
4	100
4	101
4	102
4	103
4	104
3	105
3	106
3	107
3	108
3	109
3	110
4	111
4	112
4	113
4	114
4	115
4	116
4	117
4	118
3	119
3	120
3	121
4	122
4	123
4	124
4	125
4	126
4	127
4	128
4	129
4	130
4	131
4	132
4	133
4	134
4	135
4	136
4	137
4	138
4	139
5	140
3	141
3	142
3	143
3	144
3	145
3	146
3	147
3	148
3	149
4	150
5	151
4	152
4	153
4	154
3	155
3	156
3	157
4	158
4	159
4	160
4	161
4	162
3	163
5	164
3	165
3	166
4	167
4	168
4	169
4	170
4	171
4	172
4	173
3	174
3	175
3	176
4	177
4	178
4	179
3	180
3	181
3	182
3	183
4	184
4	185
4	186
4	187
4	188
4	189
4	190
3	191
3	192
3	193
4	194
4	195
5	196
4	197
3	198
3	199
4	200
3	201
3	202
3	203
3	204
3	205
3	206
4	207
4	208
4	209
4	210
4	211
5	212
4	213
5	213
5	214
4	215
5	215
4	216
4	217
4	218
4	219
5	219
4	220
4	221
4	222
5	222
4	223
4	224
4	225
4	226
4	227
5	227
4	228
4	229
4	230
4	231
4	232
4	233
4	234
4	235
12	236
12	237
12	238
6	239
1	240
1	241
12	242
12	243
12	244
6	245
6	246
12	247
6	248
1	249
6	250
9	251
12	252
12	253
9	254
2	255
10	255
6	256
9	256
13	256
10	257
10	258
8	259
10	259
11	259
6	260
2	261
10	262
10	263
2	264
10	265
2	266
7	266
8	266
10	266
10	267
10	268
8	269
10	269
7	270
8	270
10	270
2	271
7	272
10	272
8	273
8	274
7	275
10	275
7	276
10	276
7	277
2	278
6	278
10	278
11	278
13	278
7	279
2	280
7	280
7	281
2	282
7	282
8	282
10	282
10	283
12	284
13	285
10	286
2	287
