0	0
0	520
1	1
1	235
2	1
2	569
3	1
3	977
4	2
4	213
5	2
5	261
6	2
6	377
7	2
7	405
8	2
8	412
9	2
9	437
10	2
10	528
11	2
11	533
12	2
12	603
13	2
13	854
14	3
14	890
15	4
15	319
16	4
16	652
17	5
17	977
18	6
18	123
19	7
19	977
20	8
20	22
21	8
21	230
22	8
22	736
23	8
23	991
24	9
24	890
25	10
25	890
26	11
26	977
27	12
27	157
28	13
28	87
29	13
29	305
30	13
30	1105
31	14
31	214
32	14
32	437
33	14
33	647
34	14
34	706
35	15
35	977
36	16
36	101
37	16
37	204
38	16
38	266
39	16
39	312
40	16
40	405
41	16
41	422
42	16
42	431
43	16
43	437
44	16
44	493
45	16
45	629
46	16
46	635
47	16
47	641
48	16
48	652
49	16
49	772
50	16
50	889
51	16
51	921
52	17
52	977
53	18
53	1106
54	19
54	4
55	19
55	52
56	19
56	63
57	19
57	1106
58	19
58	305
59	19
59	123
60	19
60	1110
61	19
61	181
62	19
62	192
63	19
63	214
64	19
64	1109
65	19
65	261
66	19
66	265
67	19
67	266
68	19
68	267
69	19
69	292
70	19
70	319
71	19
71	351
72	19
72	385
73	19
73	389
74	19
74	394
75	19
75	421
76	19
76	435
77	19
77	455
78	19
78	493
79	19
79	1105
80	19
80	553
81	19
81	555
82	19
82	558
83	19
83	92
84	19
84	603
85	19
85	611
86	19
86	616
87	19
87	620
88	19
88	630
89	19
89	651
90	19
90	1107
91	19
91	660
92	19
92	661
93	19
93	663
94	19
94	1108
95	19
95	701
96	19
96	711
97	19
97	759
98	19
98	774
99	19
99	816
100	19
100	828
101	19
101	849
102	19
102	853
103	19
103	861
104	19
104	870
105	19
105	874
106	19
106	884
107	19
107	933
108	19
108	254
109	19
109	952
110	19
110	958
111	19
111	973
112	19
112	977
113	19
113	990
114	19
114	993
115	19
115	1031
116	19
116	1054
117	19
117	1090
118	19
118	1100
119	19
119	1101
120	19
120	1102
121	20
121	683
122	21
122	68
123	21
123	332
124	21
124	384
125	21
125	405
126	21
126	555
127	21
127	613
128	21
128	916
129	22
129	939
130	23
130	1111
131	24
131	1111
132	24
132	564
133	25
133	890
134	26
134	173
135	26
135	476
136	26
136	755
137	27
137	1111
138	28
138	1
139	28
139	155
140	29
140	755
141	30
141	977
142	31
142	977
143	32
143	977
144	33
144	2
145	33
145	21
146	33
146	50
147	33
147	179
148	33
148	362
149	33
149	407
150	33
150	440
151	33
151	503
152	33
152	527
153	33
153	593
154	33
154	610
155	33
155	624
156	33
156	629
157	33
157	756
158	33
158	772
159	33
159	925
160	33
160	949
161	33
161	984
162	33
162	1019
163	33
163	1038
164	34
164	977
165	35
165	16
166	35
166	68
167	35
167	87
168	35
168	266
169	35
169	341
170	35
170	345
171	35
171	362
172	35
172	405
173	35
173	610
174	35
174	625
175	35
175	938
176	35
176	993
177	36
177	1112
178	37
178	18
179	37
179	52
180	37
180	1113
181	37
181	78
182	37
182	87
183	37
183	89
184	37
184	90
185	37
185	1106
186	37
186	305
187	37
187	1110
188	37
188	170
189	37
189	197
190	37
190	210
191	37
191	214
192	37
192	1109
193	37
193	244
194	37
194	267
195	37
195	290
196	37
196	308
197	37
197	319
198	37
198	320
199	37
199	356
200	37
200	1114
201	37
201	394
202	37
202	406
203	37
203	421
204	37
204	452
205	37
205	1119
206	37
206	511
207	37
207	567
208	37
208	1115
209	37
209	653
210	37
210	679
211	37
211	698
212	37
212	710
213	37
213	711
214	37
214	715
215	37
215	751
216	37
216	759
217	37
217	816
218	37
218	827
219	37
219	837
220	37
220	853
221	37
221	928
222	37
222	933
223	37
223	973
224	37
224	1031
225	37
225	1050
226	37
226	1065
227	37
227	1066
228	37
228	1068
229	37
229	1101
230	38
230	1116
231	38
231	269
232	38
232	890
